BioSample_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	source_name_s	stimulation_s	strain_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	Library_Name_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	cell_type_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN02256859	17-Jul-13	435	315	SRR936455	SRS460579	GSM1189437	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256871	17-Jul-13	543	392	SRR936456	SRS460580	GSM1189438	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256871	17-Jul-13	523	378	SRR936457	SRS460580	GSM1189438	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256871	17-Jul-13	528	381	SRR936458	SRS460580	GSM1189438	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256871	17-Jul-13	508	367	SRR936459	SRS460580	GSM1189438	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256869	17-Jul-13	359	260	SRR936460	SRS460581	GSM1189439	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256869	17-Jul-13	337	243	SRR936461	SRS460581	GSM1189439	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256869	17-Jul-13	334	241	SRR936462	SRS460581	GSM1189439	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256869	17-Jul-13	303	219	SRR936463	SRS460581	GSM1189439	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256870	17-Jul-13	416	302	SRR936464	SRS460582	GSM1189440	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256870	17-Jul-13	404	293	SRR936465	SRS460582	GSM1189440	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256870	17-Jul-13	404	293	SRR936466	SRS460582	GSM1189440	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256870	17-Jul-13	391	283	SRR936467	SRS460582	GSM1189440	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256877	17-Jul-13	368	264	SRR936468	SRS460583	GSM1189441	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256877	17-Jul-13	358	256	SRR936469	SRS460583	GSM1189441	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256877	17-Jul-13	357	256	SRR936470	SRS460583	GSM1189441	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256877	17-Jul-13	344	247	SRR936471	SRS460583	GSM1189441	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256879	17-Jul-13	348	249	SRR936472	SRS460584	GSM1189442	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256879	17-Jul-13	341	245	SRR936473	SRS460584	GSM1189442	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256879	17-Jul-13	340	244	SRR936474	SRS460584	GSM1189442	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256879	17-Jul-13	338	242	SRR936475	SRS460584	GSM1189442	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256878	17-Jul-13	257	183	SRR936476	SRS460585	GSM1189443	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256878	17-Jul-13	243	173	SRR936477	SRS460585	GSM1189443	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256878	17-Jul-13	243	173	SRR936478	SRS460585	GSM1189443	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256878	17-Jul-13	224	159	SRR936479	SRS460585	GSM1189443	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256883	17-Jul-13	315	225	SRR936480	SRS460586	GSM1189444	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256883	17-Jul-13	305	219	SRR936481	SRS460586	GSM1189444	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256883	17-Jul-13	309	221	SRR936482	SRS460586	GSM1189444	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256883	17-Jul-13	311	222	SRR936483	SRS460586	GSM1189444	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256886	17-Jul-13	344	246	SRR936484	SRS460587	GSM1189445	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256886	17-Jul-13	331	237	SRR936485	SRS460587	GSM1189445	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256886	17-Jul-13	335	240	SRR936486	SRS460587	GSM1189445	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256886	17-Jul-13	327	234	SRR936487	SRS460587	GSM1189445	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256893	17-Jul-13	200	140	SRR936488	SRS460588	GSM1189446	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256893	17-Jul-13	195	137	SRR936489	SRS460588	GSM1189446	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256893	17-Jul-13	196	137	SRR936490	SRS460588	GSM1189446	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256893	17-Jul-13	194	136	SRR936491	SRS460588	GSM1189446	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256884	17-Jul-13	232	166	SRR936492	SRS460589	GSM1189447	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256884	17-Jul-13	217	155	SRR936493	SRS460589	GSM1189447	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256884	17-Jul-13	211	151	SRR936494	SRS460589	GSM1189447	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256884	17-Jul-13	201	144	SRR936495	SRS460589	GSM1189447	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256896	17-Jul-13	264	188	SRR936496	SRS460590	GSM1189448	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256896	17-Jul-13	244	174	SRR936497	SRS460590	GSM1189448	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256896	17-Jul-13	234	167	SRR936498	SRS460590	GSM1189448	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256896	17-Jul-13	211	151	SRR936499	SRS460590	GSM1189448	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256882	17-Jul-13	400	290	SRR936500	SRS460591	GSM1189449	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256882	17-Jul-13	391	283	SRR936501	SRS460591	GSM1189449	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256882	17-Jul-13	393	284	SRR936502	SRS460591	GSM1189449	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256882	17-Jul-13	396	287	SRR936503	SRS460591	GSM1189449	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256906	17-Jul-13	461	332	SRR936504	SRS460592	GSM1189450	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256906	17-Jul-13	447	322	SRR936505	SRS460592	GSM1189450	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256906	17-Jul-13	451	325	SRR936506	SRS460592	GSM1189450	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256906	17-Jul-13	448	323	SRR936507	SRS460592	GSM1189450	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256901	17-Jul-13	277	199	SRR936508	SRS460593	GSM1189451	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256901	17-Jul-13	260	186	SRR936509	SRS460593	GSM1189451	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256901	17-Jul-13	255	183	SRR936510	SRS460593	GSM1189451	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256901	17-Jul-13	238	170	SRR936511	SRS460593	GSM1189451	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256895	17-Jul-13	271	195	SRR936512	SRS460594	GSM1189452	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256895	17-Jul-13	264	189	SRR936513	SRS460594	GSM1189452	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256895	17-Jul-13	266	191	SRR936514	SRS460594	GSM1189452	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256895	17-Jul-13	265	191	SRR936515	SRS460594	GSM1189452	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256889	17-Jul-13	320	229	SRR936516	SRS460595	GSM1189453	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256889	17-Jul-13	314	224	SRR936517	SRS460595	GSM1189453	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256889	17-Jul-13	313	224	SRR936518	SRS460595	GSM1189453	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256889	17-Jul-13	313	224	SRR936519	SRS460595	GSM1189453	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256900	17-Jul-13	153	109	SRR936520	SRS460596	GSM1189454	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256900	17-Jul-13	147	105	SRR936521	SRS460596	GSM1189454	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256900	17-Jul-13	139	99	SRR936522	SRS460596	GSM1189454	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256900	17-Jul-13	124	88	SRR936523	SRS460596	GSM1189454	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256903	17-Jul-13	125	89	SRR936524	SRS460597	GSM1189455	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256903	17-Jul-13	116	82	SRR936525	SRS460597	GSM1189455	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256903	17-Jul-13	106	75	SRR936526	SRS460597	GSM1189455	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256903	17-Jul-13	78	55	SRR936527	SRS460597	GSM1189455	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256891	17-Jul-13	212	152	SRR936528	SRS460598	GSM1189456	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256891	17-Jul-13	202	145	SRR936529	SRS460598	GSM1189456	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256891	17-Jul-13	193	138	SRR936530	SRS460598	GSM1189456	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256891	17-Jul-13	173	123	SRR936531	SRS460598	GSM1189456	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256915	17-Jul-13	283	203	SRR936532	SRS460599	GSM1189457	BMDC (1h LPS Stimulation)	1h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
